[TEXTURES]
# id	file_path	red green	blue

170	Map\map1-4_bank.png	255	0	0
0	Map\map1-1_bank.png	255	0	0
10	textures\mario.png	255	255	255
20	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
40	textures\misc.png	176	224	248
50	textures\enemies-3-left.png	41	88	124
60	textures\misc-1.png	166	185	255
70	textures\HUD-BG.png	255	0	0
80	textures\HUD.png	0	224	142
130	textures\mario-1-left.png	68	145	190
140	textures\mario-1-right.png	68	145	190
150	textures\enemies-3-right.png	41	88	124
160	textures\endSceneTitle.png	0	0	0

[MAP]
# PosX	PosY	TotalRowsOfMap	TotalColumnsOfMap	TotalRowsOfTileSet		TotalColumnsOfTileSet	TileSetID	MapMatrixPath

0	0	27	161	7	11	170	Map\map1-4.txt

[ZONE]
# id	left	top	right	bottom

1	0	0	2048	432
2	2064	0	2576	432

[SPRITES]
# ID left top right bottom texID

# MARIO DIE
10099	307	16	323	32	130

# MARIO BIG
# big idle right
10001	505	92	521	120	140
# big walk right
10002	469	92	485	120	140
10003	487	92	503	120	140
# big jump right
10004	433	92	449	120	140
# big run right
10005	360	92	379	120	140
10006	386	92	405	120	140
10007	412	92	431	120	140
# big driff right
10008	311	92	327	120	140
# big idle left
10011	1	92	17	120	130
# big walk left
10012	19	92	35	120	130
10013	37	92	53	120	130
# big jump left
10014	73	92	89	120	130
# big run left
10015	91	92	110	120	130
10016	117	92	136	120	130
10017	143	92	162	120	130
# big driff left
10018	195	92	211	120	130
#big pipewalking
10019	213	92	229	120	130

# MARIO SMALL
# small idle right
10021	505	16	521	32	140
# small walk right
10022	433	16	449	32	140
10023	451	16	467	32	140
# small jump right
10024	469	16	485	32	140
# small idle left
10031	1	16	17	32	130
# small walk left
10032	55	16	71	32	130
10033	73	16	89	32	130
#small jump left
10034	37	16	53	32	130
#small pipe walking
10035	127	16	143	32	130

# MARIO RACCOON
# raccoon idle right
10041	498	350	521	378	140
# raccoon walk right
10042	472	350	495	378	140
10043	446	350	469	378	140
# raccoon jump right
10044	394	350	417	378	140
# raccoon run right
10045	263	350	287	378	140
10046	289	350	313	378	140
10047	315	350	339	378	140
# raccoon driff right
10048	167	350	183	378	140
# raccoon spin right
10201	37	350	67	378	140
10202	70	350	100	378	140
10203	103	350	133	378	140
10204	135	350	165	378	140
# raccoon fly right
10205	185	350	209	378	140
10206	211	350	235	378	140
10207	237	350	261s	378	140
# raccoon fall right
10208	341	350	365	378	140
10209	367	350	391	378	140
# raccoon idle left
10051	1	350	24	378	130
# raccoon walk left
10052	27	350	50	378	130
10053	53	350	76	378	130
# raccoon jump left
10054	105	350	128	378	130
# raccoon run left
10055	183	350	207	378	130
10056	209	350	233	378	130
10057	235	350	259	378	130
# raccoon driff left
10058	339	350	355	378	130
# raccoon pipe walking
10059	364	350	380	378	130
# raccoon fly left
10215	261	350	285	378	130
10216	287	350	311	378	130
10217	313	350	337	378	130
# raccoon fall left
10218	131	350	155	378	130
10219	157	350	181	378	130
# raccoon spin left
10211	455	350	485	378	130
10212	422	350	452	378	130
10213	389	350	419	378	130
10214	357	350	387	378	130

# MARIO FIRE
# fire idle right
10061	505	264	521	292	140
# fire walk right
10062	487	264	503	292	140
10063	469	264	485	292	140
# fire jump right
10064	433	264	449	292	140
# fire run right
10065	360	264	379	292	140
10066	386	264	405	292	140
10067	412	264	431	292	140
# fire driff right
10068	311	264	327	292	140
# fire idle left
10071	1	264	17	292	130
# fire walk left
10072	19	264	35	292	130
10073	37	264	53	292	130
# fire jump left
10074	73	264	89	292	130
# fire run left
10075	91	264	110	292	130
10076	117	264	136	292	130
10077	143	264	162	292	130
# fire driff left
10078	195	264	211	292	130
# fire pipe walking
10079	213	264	229	292	130

# big sit right
10301	451	102	467	120	140
# big sit left
10311	55	102	71	120	130
# raccoon sit right
10321	421	360	443	378	140
# raccoon sit left
10331	79	360	101	378	130
# fire sit right
10341	451	274	467	292	140
# fire sit left
10351	55	274	71	292	130

# MARIO FIRE BULLET
# mario fire bullet right
10101	240	554	248	562	10
10102	258	554	266	562	10
10103	258	574	266	582	10
10104	240	573	248	581	10

# mario fire bullet left
10111	198	554	206	562	10
10112	180	554	188	562	10
10113	180	574	188	582	10
10114	198	573	206	581	10

# GOOMBA
# goomba walk
30001	0	0	16	16	50
30002	16	0	32	16	50

# goomba die y
30003	32	7	48	16	50

# goomba die x
30004	287	0	303	16	50

# KOOPA
# KOOPA GREEN
# koopa green walking right
70001	656	53	672	80	150
70002	672	53	688	80	150

# koopa green walking left
70003	0	53	16	80	50
70004	16	53	32	80	50

# shell green idle
20001	32	48	48	64	50

# shell green walking
20002	48	48	64	64	50
20003	64	48	80	64	50
20004	80	48	96	64	50

# shell green be hug
20005	32	48	48	64	50

# shell green overturn
20006	64	64	80	80	50

# koopa green die
20007	32	48	48	64	50

# KOOPA RED
# koopa red walking right
70011	560	53	576	80	150
70012	576	53	592	80	150

# koopa red walking left
70013	96	53	112	80	50
70014	112	53	128	80	50

# shell red idle
20011	128	48	144	64	50

# shell red walking
20012	144	48	160	64	50
20013	160	48	176	64	50
20014	176	48	192	64	50

# shell red be hug
20015	128	48	144	64	50

# shell red overturn
20016	160	64	176	80	50

# koopa red die
20017	128	48	144	64	50

# BLOCK
# ground block
0	48	176	64	192	0
1	64	176	80	192	0
2	80	176	96	192	0

# box block
3	144	64	160	80	0

# pipe block
4	64	16	80	32	0
5	80	16	96	32	0
6	112	16	128	32	0
7	128	16	144	32	0

# cloud block
8	144	32	160	48	0

# green block
9	80	48	96	60	0
10	96	48	112	60	0
11	112	48	128	60	0

# pink block
12	144	16	160	32	0
13	160	16	176	32	0
14	0	32	16	48	0

# blue block
15	64	80	80	96	0
16	80	80	96	96	0
17	96	80	112	96	0

# white block
18	80	64	96	80	0
19	96	64	112	80	0
20	112	64	128	80	0

# cave block
21	64	0	80	16	0

# black pipe block
22	80	0	96	16	0
23	96	0	112	16	0
24	144	0	160	16	0
25	160	0	176	16	0

# ground green top left
26	80	48	96	64	170
# ground green top mid
27	96	48	112	64	170
# ground green top right
28	112	48	128	64	170
# ground green right mid
29	80	64	96	80	170

# ground brown top letf
30	0	80	16	96	170
# ground brown top mid
31	16	80	32	96	170
# ground brown top right
32	32	80	48	96	170
# ground brown bot left
33	112	80	128	96	170
# ground brown bot mid
34	128	80	144	96	170
# ground brown bot right
35	144	80	160	96	170


# PARAGOOMBA
# paragoomba walk
100000	88	0	104	16	50
100001	104	0	120	16	50
# paragoomba die x
100002	271	0	287	16	50
# paragoomba die y
100003	120	7	136	16	50
# paragoomba wing right
100004	144	2	152	15	50
100005	136	2	144	15	50

# paragoomba wing left
100006	256	2	264	15	50
100007	264	2	272	15	50

# COIN
50001	333	100	349	116	60
50002	290	100	306	116	60
50003	352	100	368	116	60
50004	369	100	385	116	60

# BREAK BLOCK
# break block idle
11001	274	188	290	204	60
11002	293	188	309	204	60
11003	312	188	328	204	60
11004	331	188	347	204	60
#break block lock
11005	235	188	251	204	60

# SWITCHBLOCK
# switch block idle
12001	156	144	172	160	60
12002	178	144	194	160	60
# switch block actived
12003	200	153	216	160	60

# BRICK REWARD
# brick reward idle
60001	157	188	173	204	60
60002	176	188	192	204	60
60003	196	188	212	204	60
60004	215	188	231	204	60

# brick reward lock
